         128959544 function calls (128371904 primitive calls) in 467.918 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 enums.py:37(ProbingState)
        1    0.000    0.000    0.000    0.000 response.py:689(HTTPResponse)
       29    0.000    0.000    0.000    0.000 threading.py:1180(name)
       10    0.000    0.000    0.000    0.000 decoder.py:91(parse_remove)
        1    0.000    0.000    0.000    0.000 emulation.py:28(ScreenOrientationNatural)
        1    0.000    0.000    0.000    0.000 genetic_optimizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:345(TestCase)
       22    0.000    0.000    0.000    0.000 warnings.py:456(__init__)
        1    0.000    0.000    0.000    0.000 request.py:48(ChangeWindowAttributes)
        2    0.000    0.000    0.000    0.000 connection.py:856(start_keepalive)
       46    0.000    0.000    0.000    0.000 base_events.py:1905(_timer_handle_cancelled)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _connection.py:189(_adopt)
       11    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 protocol.py:45(Side)
        1    0.000    0.000    0.000    0.000 _generated.py:7652(on)
       46    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
       16    0.000    0.000    0.000    0.000 streams.py:115(feed_data)
        1    0.000    0.000    0.000    0.000 _connection.py:327(cleanup)
        1    0.000    0.000    0.000    0.000 request.py:57(GetWindowAttributes)
        7    0.000    0.000    0.000    0.000 message.py:494(get)
        6    0.000    0.000    0.000    0.000 rq.py:303(parse_value)
        1    0.000    0.000    0.000    0.000 sjisprober.py:1(<module>)
       31    0.000    0.000    0.000    0.000 protocol.py:517(close_expected)
        5    0.000    0.000    0.000    0.000 {built-in method time.get_clock_info}
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 dom.py:179(ScrollOrientation)
        2    0.000    0.000    0.000    0.000 client.py:285(send_request)
        1    0.000    0.000    0.000    0.000 storage.py:786(AttributionReportingSourceRegistrationTimeConfig)
       16    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 _dialog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        1    0.000    0.000    0.000    0.000 request.py:1545(GetKeyboardControl)
        2    0.000    0.000    0.000    0.000 _page.py:203(<lambda>)
       90    0.000    0.000    0.000    0.000 inspect.py:517(isbuiltin)
        1    0.000    0.000    0.000    0.000 socks.py:241(socksocket)
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 events.py:775(_init_event_loop_policy)
       19    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 session_helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1397(CreateGlyphCursor)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 randr.py:417(GetScreenResources)
        1    0.000    0.000    0.000    0.000 xinput.py:185(XIQueryVersion)
        1    0.000    0.000    0.000    0.000 randr.py:323(GetScreenInfo)
        1    0.000    0.000    0.000    0.000 request.py:1457(QueryExtension)
       72    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 page.py:387(OriginTrialUsageRestriction)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:24(Protocol)
        1    0.000    0.000    0.000    0.000 event.py:30(AnyEvent)
        3    0.000    0.000    0.000    0.000 unix_events.py:1458(set_event_loop)
        1    0.000    0.000    0.000    0.000 __init__.py:2674(Toplevel)
        1    0.000    0.000    0.000    0.000 _file_chooser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape.py:31(NotifyEventData)
        1    0.000    0.000    0.000    0.000 _generated.py:13828(new_context)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 _stream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 webelement.py:58(WebElement)
        1    0.000    0.000    0.000    0.000 _generated.py:12874(new_page)
        2    0.000    0.000    0.000    0.000 signal.py:56(signal)
        1    0.000    0.000    0.000    0.000 randr.py:450(GetOutputInfo)
        1    0.000    0.000    0.000    0.000 sysconfig.py:143(joinuser)
        1    0.000    0.000    0.000    0.000 _generated.py:14917(connect_over_cdp)
        1    0.000    0.000    0.000    0.000 pathlib.py:872(is_dir)
       12    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'throw' of 'coroutine' objects}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 xfixes.py:153(GetCursorImage)
        1    0.000    0.000    0.000    0.000 tab.py:29(Tab)
        6    0.000    0.000    0.000    0.000 subprocess.py:1961(_handle_exitstatus)
       29    0.000    0.000    0.000    0.000 frames.py:334(check)
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 security.py:43(QueryVersion)
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:1129(_Unpickler)
        3    0.000    0.000    0.000    0.000 __init__.py:450(validate)
       15    0.000    0.000    0.000    0.000 connection.py:1065(drain)
        9    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
        3    0.000    0.000    0.000    0.000 typing_extensions.py:686(__init__)
       16    0.000    0.000    0.000    0.000 messages.py:291(maybe_resume)
        1    0.000    0.000    0.000    0.000 xephyr.py:1(<module>)
       12    0.000    0.000    0.000    0.000 <frozen os>:824(fsdecode)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        1    0.000    0.000    0.000    0.000 secrets.py:1(<module>)
      323    0.000    0.000    0.000    0.000 rq.py:123(__init__)
        4    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        3    0.000    0.000    0.000    0.000 threading.py:457(__init__)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 calendar.py:325(TextCalendar)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 res.py:48(QueryVersion)
        1    0.000    0.000    0.000    0.000 xtest.py:74(FakeInput)
        1    0.000    0.000    0.000    0.000 xfixes.py:45(QueryVersion)
        1    0.000    0.000    0.000    0.000 _api_structures.py:88(OriginState)
        1    0.000    0.000    0.000    0.000 process_lock.py:209(InterProcessReaderWriterLock)
        1    0.000    0.000    0.000    0.000 shape.py:178(GetRectangles)
       52    0.000    0.000    0.000    0.000 enum.py:1292(value)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 options.py:24(ElementScrollBehavior)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
        1    0.000    0.000    0.000    0.000 display.py:87(Display)
        3    0.000    0.000    0.000    0.000 __init__.py:509(PYFUNCTYPE)
        2    0.000    0.000    0.000    0.000 http11.py:169(serialize)
        1    0.000    0.000    0.000    0.000 xinput.py:457(XIGetProperty)
        3    0.000    0.000    0.000    0.000 imports.py:32(lazy_import)
        1    0.000    0.000    0.000    0.000 xvnc.py:1(<module>)
        5    0.000    0.000    0.000    0.000 threading.py:1106(_delete)
        1    0.000    0.000    0.000    0.000 browsing_context.py:697(BrowsingContext)
        2    0.000    0.000    0.000    0.000 base_subprocess.py:200(_pipe_connection_lost)
        1    0.000    0.000    0.000    0.000 cursor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shadowroot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:203(QueryTree)
        1    0.000    0.000    0.000    0.000 request.py:1526(ChangeKeyboardControl)
        1    0.000    0.000    0.000    0.000 messages.py:69(Assembler)
        3    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        1    0.000    0.000    0.000    0.000 _cdp_session.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape.py:124(QueryExtents)
        1    0.000    0.000    0.000    0.000 korean.py:6(셀레늄_테스트_케이스)
      323    0.000    0.000    0.000    0.000 inspect.py:2769(default)
        1    0.000    0.000    0.000    0.000 tempfile.py:295(_candidate_tempdir_list)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 randr.py:730(GetCrtcInfo)
        2    0.000    0.000    0.000    0.000 subprocess.py:21(__init__)
        1    0.000    0.000    0.000    0.000 resource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:925(ClearArea)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        1    0.000    0.000    0.000    0.000 rq.py:1212(TextElements8)
        1    0.000    0.000    0.000    0.000 driver_manager.py:1(<module>)
      185    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       32    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:549(__subclasshook__)
        2    0.000    0.000    0.000    0.000 xvfb.py:40(_cmd)
        1    0.000    0.000    0.000    0.000 russian.py:6(ТестНаСелен)
        1    0.000    0.000    0.000    0.000 request.py:1353(LookupColor)
        1    0.000    0.000    0.000    0.000 account.py:21(LoginState)
        1    0.000    0.000    0.000    0.000 randr.py:883(GetScreenResourcesCurrent)
        2    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
       31    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _download.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dutch.py:6(Testgeval)
        1    0.000    0.000    0.000    0.000 xinerama.py:43(QueryVersion)
        1    0.000    0.000    0.000    0.000 spanish.py:6(CasoDePrueba)
       78    0.000    0.000    0.000    0.000 typing.py:2867(<genexpr>)
        1    0.000    0.000    0.000    0.000 request.py:1229(AllocNamedColor)
        4    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 cmd.py:1(<module>)
        9    0.000    0.000    0.000    0.000 contextlib.py:481(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        2    0.000    0.000    0.000    0.000 events.py:816(set_event_loop)
        2    0.000    0.000    0.000    0.000 _browser_context.py:134(<lambda>)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.000    0.000 request.py:1204(AllocColor)
        1    0.000    0.000    0.000    0.000 shadow_fleet_events_mixin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        1    0.000    0.000    0.000    0.000 cdp.py:32(CDP)
        1    0.000    0.000    0.000    0.000 shadow_fleet_weather_mixin.py:1(<module>)
       16    0.000    0.000    0.000    0.000 protocol.py:671(recv_frame)
        2    0.000    0.000    0.000    0.000 warnings.py:514(_deprecated)
       11    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 X.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tab.py:137(__init__)
        3    0.000    0.000    0.000    0.000 base_subprocess.py:232(_try_finish)
        1    0.000    0.000    0.000    0.000 fedcm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 _generated.py:18980(APIRequest)
       62    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 shape.py:95(Combine)
        1    0.000    0.000    0.000    0.000 screensaver.py:79(QueryInfo)
        1    0.000    0.000    0.000    0.000 randr.py:223(_1_0SetScreenConfig)
        1    0.000    0.000    0.000    0.000 euckrprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 randr.py:261(SetScreenConfig)
        1    0.000    0.000    0.000    0.000 randr.py:1008(SetPanning)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
       36    0.000    0.000    0.000    0.000 display.py:328(add_extension_event)
       24    0.000    0.000    0.000    0.000 connection.py:167(state)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 request.py:695(QueryTextExtents)
      157    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        2    0.000    0.000    0.000    0.000 _page.py:273(_on_frame_attached)
        1    0.000    0.000    0.000    0.000 _connection.py:597(ParsedStackTrace)
        1    0.000    0.000    0.000    0.000 japanese.py:6(セレニウムテストケース)
        1    0.000    0.000    0.000    0.000 portuguese.py:6(CasoDeTeste)
        1    0.000    0.000    0.000    0.000 event.py:71(EnterLeave)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 event.py:126(GraphicsExpose)
        1    0.000    0.000    0.000    0.000 screensaver.py:52(QueryVersion)
        6    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
       38    0.000    0.000    0.000    0.000 ansi.py:12(code_to_chars)
      132    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _page.py:236(<lambda>)
        1    0.000    0.000    0.000    0.000 request.py:1072(GetImage)
        1    0.000    0.000    0.000    0.000 event.py:112(Expose)
        1    0.000    0.000    0.000    0.000 request.py:1255(AllocColorCells)
        1    0.000    0.000    0.000    0.000 style_sheet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 damage.py:55(QueryVersion)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 request.py:442(GrabKeyboard)
        2    0.000    0.000    0.000    0.000 permessage_deflate.py:474(enable_client_permessage_deflate)
       24    0.000    0.000    0.000    0.000 rq.py:593(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:248(is_python_build)
        1    0.000    0.000    0.000    0.000 drawable.py:320(Window)
        1    0.000    0.000    0.000    0.000 input_device.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charsetprober.py:40(CharSetProber)
        2    0.000    0.000    0.000    0.000 connection.py:552(run)
        1    0.000    0.000    0.000    0.000 composite.py:44(QueryVersion)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
        2    0.000    0.000    0.000    0.000 __init__.py:1594(log)
        1    0.000    0.000    0.000    0.000 request.py:1107(PolyText16)
        1    0.000    0.000    0.000    0.000 randr.py:973(GetPanning)
        4    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
      139    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 fetch.py:450(RequestPaused)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        2    0.000    0.000    0.000    0.000 argparse.py:1887(_add_action)
        2    0.000    0.000    0.000    0.000 __init__.py:107(disable_warnings)
        2    0.000    0.000    0.000    0.000 subprocess.py:148(_feed_stdin)
        1    0.000    0.000    0.000    0.000 browser.py:62(Browser)
        1    0.000    0.000    0.000    0.000 _context_manager.py:40(__enter__)
        1    0.000    0.000    0.000    0.000 request.py:719(ListFonts)
      171    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 request.py:1055(PutImage)
        1    0.000    0.000    0.000    0.000 event.py:235(ConfigureNotify)
        1    0.000    0.000    0.000    0.000 request.py:284(GetProperty)
        1    0.000    0.000    0.000    0.000 _impl_to_api_mapping.py:81(from_impl_nullable)
       12    0.000    0.000    0.000    0.000 tab.py:1858(__getattr__)
       13    0.000    0.000    0.000    0.000 {built-in method websocket.speedups.apply_mask}
       37    0.000    0.000    0.000    0.000 argparse.py:1429(register)
        1    0.000    0.000    0.000    0.000 request.py:565(TranslateCoords)
        1    0.000    0.000    0.000    0.000 event.py:163(CreateNotify)
        1    0.000    0.000    0.000    0.000 shape.py:64(Rectangles)
        1    0.000    0.000    0.000    0.000 randr.py:362(GetScreenSizeRange)
     26/1    0.001    0.000    0.000    0.000 {method 'get' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.000    0.000 client.py:638(_safe_read)
        1    0.000    0.000    0.000    0.000 event.py:252(ConfigureRequest)
        5    0.000    0.000    0.000    0.000 platform.py:889(uname)
        1    0.000    0.000    0.000    0.000 error.py:62(XError)
        3    0.000    0.000    0.000    0.000 socket.py:536(set_inheritable)
        1    0.000    0.000    0.000    0.000 request.py:522(QueryPointer)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 webdriver.py:32(WebDriver)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 _connection.py:262(__init__)
        1    0.000    0.000    0.000    0.000 randr.py:766(SetCrtcConfig)
        3    0.000    0.000    0.000    0.000 security.py:130(init)
        1    0.000    0.000    0.000    0.000 randr.py:193(QueryVersion)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        7    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        1    0.000    0.000    0.000    0.000 frames.py:122(Frame)
        1    0.000    0.000    0.000    0.000 utf8prober.py:36(UTF8Prober)
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        2    0.000    0.000    0.000    0.000 headers.py:286(parse_upgrade)
        1    0.000    0.000    0.000    0.000 randr.py:650(CreateMode)
        1    0.000    0.000    0.000    0.000 proxy.py:44(load)
        1    0.000    0.000    0.000    0.000 keys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _generated.py:1170(WebSocketRoute)
       30    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 buy_rules_mixin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 browsing_context.py:306(HistoryUpdatedParams)
        1    0.000    0.000    0.000    0.000 record.py:81(GetVersion)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 request.py:261(ChangeProperty)
        1    0.000    0.000    0.000    0.000 compatibility.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _api.py:178(BaseFileLock)
        1    0.000    0.000    0.000    0.000 request.py:181(GetGeometry)
        1    0.000    0.000    0.000    0.000 desired_capabilities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xinput.py:496(XIChangeProperty)
        1    0.000    0.000    0.000    0.000 randr.py:1102(GetMonitors)
        1    0.000    0.000    0.000    0.000 subprocess.py:171(_read_stream)
        1    0.000    0.000    0.000    0.000 sb_driver.py:12(DriverMethods)
        1    0.000    0.000    0.000    0.000 _generated.py:88(Request)
       39    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 request.py:545(GetMotionEvents)
        1    0.000    0.000    0.000    0.000 request.py:405(GrabButton)
        1    0.000    0.000    0.000    0.000 escsm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _api_structures.py:217(FrameExpectResult)
        1    0.000    0.000    0.000    0.000 request.py:154(ConfigureWindow)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:1450(_init_watcher)
        2    0.000    0.000    0.000    0.000 selectors.py:483(close)
       36    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 default_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        1    0.000    0.000    0.000    0.000 johabprober.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 res.py:246(QueryResourceBytes)
        1    0.000    0.000    0.000    0.000 xinput.py:579(XIUngrabDevice)
        7    0.000    0.000    0.000    0.000 _errors.py:27(__init__)
      224    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 _generated.py:14318(close)
        1    0.000    0.000    0.000    0.000 xinput.py:405(XIQueryDevice)
        2    0.000    0.000    0.000    0.000 socks.py:38(set_self_blocking)
        1    0.000    0.000    0.000    0.000 xvfb.py:1(<module>)
        2    0.000    0.000    0.000    0.000 signal.py:62(getsignal)
        1    0.000    0.000    0.000    0.000 request.py:44(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 probe.py:6(_HTTP2ProbeCache)
        8    0.000    0.000    0.000    0.000 headers.py:106(parse_token)
        2    0.000    0.000    0.000    0.000 headers.py:302(parse_extension_item_param)
        1    0.000    0.000    0.000    0.000 header.py:175(Header)
        2    0.000    0.000    0.000    0.000 tempfile.py:368(_get_candidate_names)
        2    0.000    0.000    0.000    0.000 datastructures.py:85(serialize)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 request.py:223(InternAtom)
        1    0.000    0.000    0.000    0.000 xpath.py:135(GenericTranslator)
        2    0.000    0.000    0.000    0.000 _browser_context.py:225(_on_page)
        1    0.000    0.000    0.000    0.000 request.py:1334(QueryColors)
        1    0.000    0.000    0.000    0.000 _network.py:947(<lambda>)
        1    0.000    0.000    0.000    0.000 res.py:112(QueryClientResources)
        1    0.000    0.000    0.000    0.000 _generated.py:15087(chromium)
        1    0.000    0.000    0.000    0.000 xinput.py:431(XIListProperties)
        1    0.000    0.000    0.000    0.000 _video.py:1(<module>)
        6    0.000    0.000    0.000    0.000 threading.py:1036(_set_ident)
       39    0.000    0.000    0.000    0.000 display.py:322(set_extension_major)
        7    0.000    0.000    0.000    0.000 selectors.py:247(unregister)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        2    0.000    0.000    0.000    0.000 subprocess.py:1135(_get_devnull)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 process_lock.py:64(__init__)
        1    0.000    0.000    0.000    0.000 randr.py:829(GetCrtcGamma)
        6    0.000    0.000    0.000    0.000 connection.py:209(target)
        1    0.000    0.000    0.000    0.000 event.py:221(ReparentNotify)
        1    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        5    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
      164    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 xinerama.py:116(GetScreenSize)
        1    0.000    0.000    0.000    0.000 argparse.py:166(HelpFormatter)
      180    0.000    0.000    0.000    0.000 inspect.py:3062(return_annotation)
       18    0.000    0.000    0.000    0.000 {method 'cancel' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 options.py:164(BaseOptions)
        2    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
       21    0.000    0.000    0.000    0.000 typing_extensions.py:3105(_check_generic)
        1    0.000    0.000    0.000    0.000 request.py:1650(ListHosts)
        1    0.000    0.000    0.000    0.000 request.py:1186(ListInstalledColormaps)
        2    0.000    0.000    0.000    0.000 argparse.py:1708(_add_action)
        1    0.000    0.000    0.000    0.000 request.py:1506(GetKeyboardMapping)
        1    0.000    0.000    0.000    0.000 webextension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _page.py:336(_on_worker)
        2    0.000    0.000    0.000    0.000 _errors.py:55(rewrite_error)
        1    0.000    0.000    0.000    0.000 service.py:26(ChromiumService)
        1    0.000    0.000    0.000    0.000 alert.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _generated.py:409(Response)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
       11    0.000    0.000    0.000    0.000 contextlib.py:548(_push_exit_callback)
        6    0.000    0.000    0.000    0.000 locale.py:381(normalize)
        1    0.000    0.000    0.000    0.000 response.py:451(BaseHTTPResponse)
        2    0.000    0.000    0.000    0.000 transports.py:330(set_write_buffer_limits)
        1    0.000    0.000    0.000    0.000 res.py:85(QueryClients)
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        2    0.000    0.000    0.000    0.000 headers.py:411(build_extension)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        1    0.000    0.000    0.000    0.000 unittest_helper.py:6(_Outcome)
        1    0.000    0.000    0.000    0.000 wheel_actions.py:1(<module>)
       16    0.000    0.000    0.000    0.000 headers.py:88(parse_OWS)
       24    0.000    0.000    0.000    0.000 ge.py:103(add_event_data)
        1    0.000    0.000    0.000    0.000 request.py:1619(GetScreenSaver)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 events.py:618(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 baseline_security_mixin.py:8(BaselineSecurityMixin)
        1    0.000    0.000    0.000    0.000 record.py:169(GetContext)
        1    0.000    0.000    0.000    0.000 randr.py:514(QueryOutputProperty)
       32    0.000    0.000    0.000    0.000 messages.py:34(__len__)
        1    0.000    0.000    0.000    0.000 res.py:194(QueryClientIds)
       18    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
       42    0.000    0.000    0.000    0.000 rq.py:1312(__setattr__)
        1    0.000    0.000    0.000    0.000 shape.py:47(QueryVersion)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
        1    0.000    0.000    0.000    0.000 options.py:87(Options)
        4    0.000    0.000    0.000    0.000 base64.py:51(b64encode)
        1    0.000    0.000    0.000    0.000 request.py:1739(SetModifierMapping)
        1    0.000    0.000    0.000    0.000 __init__.py:777(size)
       86    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       26    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
       80    0.000    0.000    0.000    0.000 protocol.py:160(state)
        1    0.000    0.000    0.000    0.000 event.py:360(ColormapNotify)
        1    0.000    0.000    0.000    0.000 event.py:383(ClientMessage)
        1    0.000    0.000    0.000    0.000 xinput.py:656(XIPassiveUngrabDevice)
        1    0.000    0.000    0.000    0.000 randr.py:489(ListOutputProperties)
        2    0.000    0.000    0.000    0.000 argparse.py:617(_format_args)
        2    0.000    0.000    0.000    0.000 _browser.py:77(<lambda>)
        3    0.000    0.000    0.000    0.000 rq.py:435(parse_binary_value)
